Date,Ref No.,Payee,Memo,Payment,Deposit,Reconciliation Status,Balance,Type,Account,Added in Banking
"June 4, 2024",0,LIQUOR CABINET,LIQUOR CABINET 3,9.30,,Cleared,"6,661.84",Check,10620 Meals,Manually added
"May 30, 2024",0,LIQUOR CABINET,LIQUOR CABINET 3,9.30,,Cleared,"3,325.34",Check,10620 Meals,Manually added
"September 9, 2024",0,Liquor Land,LIQUOR LAND,32.87,,Cleared,"60,801.33",Check,10620 Meals,Manually added
"September 5, 2024",0,Liquor Land,LIQUOR LAND,23.87,,Cleared,"56,456.66",Check,10620 Meals,Manually added
"September 3, 2024",0,Liquor Land,LIQUOR LAND,12.13,,Cleared,"56,832.32",Check,10620 Meals,Manually added
"September 3, 2024",0,Liquor Land,LIQUOR LAND,11.05,,Cleared,"56,844.45",Check,10620 Meals,Manually added
"September 3, 2024",0,Liquor Land,LIQUOR LAND,17.39,,Cleared,"56,884.43",Check,10620 Meals,Manually added
"August 23, 2024",0,Liquor Land,LIQUOR LAND,22.54,,Cleared,"48,332.56",Check,10620 Meals,Manually added
"August 23, 2024",379806,Liquor Land,LIQUOR LAND,25.83,,Cleared,"48,452.06",Check,10620 Meals,Manually added
"August 19, 2024",0,Liquor Land,LIQUOR LAND,22.01,,Cleared,"48,362.70",Check,10620 Meals,Manually added
"August 19, 2024",0,Liquor Land,LIQUOR LAND,22.54,,Cleared,"48,537.22",Check,10620 Meals,Manually added
"August 12, 2024",0,Liquor Land,LIQUOR LAND,27.18,,Cleared,"44,998.31",Check,10620 Meals,Manually added
"July 29, 2024",0,Liquor Land,LIQUOR LAND,8.55,,Cleared,"37,606.47",Check,10620 Meals,Manually added
"July 29, 2024",0,Liquor Land,LIQUOR LAND,32.77,,Cleared,"37,636.26",Check,10620 Meals,Manually added
"July 25, 2024",0,Liquor Land,LIQUOR LAND,25.83,,Cleared,"33,279.60",Check,10620 Meals,Manually added
"June 10, 2024",0,Liquor Land,LIQUOR LAND,32.07,,Cleared,"10,489.66",Check,10620 Meals,Manually added
"September 9, 2024",0,Los Hermanos,LOS HERMANOS NO 1,9.17,,Cleared,"60,238.14",Check,10620 Meals,Manually added
"June 11, 2024",0,Los Hermanos,LOS HERMANOS NO 1,119.13,,Cleared,"9,499.06",Check,10620 Meals,Manually added
"June 12, 2024",0,Lowes,LOWE'S #288,42.76,,Cleared,"10,384.53",Check,09200 Repairs-Maint.,Manually added
"August 9, 2024",0,Mandurai Virundhu,MADURAI VIRUNDHU,42.48,,Cleared,"40,976.97",Check,Cost of Goods Sold,Manually added
"September 23, 2024",0,Mama Ines,MAMA INES GTOWN,32.55,,Cleared,"71,652.81",Check,Cost of Goods Sold,Manually added
"September 12, 2024",0,Mama Ines,MAMA INES GTOWN,30.74,,Cleared,"61,819.49",Check,Cost of Goods Sold,Manually added
"September 9, 2024",0,Mama Ines,MAMA INES GTOWN,20.49,,Cleared,"60,780.84",Check,Cost of Goods Sold,Manually added
"September 9, 2024",0,Mama Ines,MAMA INES GTOWN,31.81,,Cleared,"60,836.33",Check,Cost of Goods Sold,Manually added
"September 3, 2024",0,Mama Ines,MAMA INES GTOWN,30.74,,Cleared,"56,801.58",Check,Cost of Goods Sold,Manually added
"September 3, 2024",0,Mama Ines,MAMA INES GTOWN,28.93,,Cleared,"56,855.50",Check,Cost of Goods Sold,Manually added
"August 28, 2024",0,Mama Ines,MAMA INES GTOWN,29.03,,Cleared,"51,300.81",Check,Cost of Goods Sold,Manually added
"August 26, 2024",0,Mama Ines,MAMA INES GTOWN,33.83,,Cleared,"51,454.83",Check,Cost of Goods Sold,Manually added
"August 22, 2024",0,Mama Ines,MAMA INES GTOWN,25.62,,Cleared,"48,123.45",Check,Cost of Goods Sold,Manually added
"August 19, 2024",0,Mama Ines,MAMA INES GTOWN,25.62,,Cleared,"48,156.90",Check,Cost of Goods Sold,Manually added
"August 15, 2024",0,Mama Ines,MAMA INES GTOWN,28.93,,Cleared,"45,538.66",Check,Cost of Goods Sold,Manually added
"August 12, 2024",0,Mama Ines,MAMA INES GTOWN,29.75,,Cleared,"44,943.20",Check,Cost of Goods Sold,Manually added
"August 5, 2024",0,Mama Ines,MAMA INES GTOWN,20.49,,Cleared,"39,921.96",Check,Cost of Goods Sold,Manually added
"July 29, 2024",0,Mama Ines,MAMA INES GTOWN,40.68,,Cleared,"37,244.45",Check,Cost of Goods Sold,Manually added
"July 25, 2024",0,Mama Ines,MAMA INES GTOWN,25.66,,Cleared,"33,253.94",Check,Cost of Goods Sold,Manually added
"July 22, 2024",0,Mama Ines,MAMA INES GTOWN,30.74,,Cleared,"32,723.12",Check,Cost of Goods Sold,Manually added
"July 18, 2024",0,Mama Ines,MAMA INES GTOWN,25.62,,Cleared,"29,119.27",Check,Cost of Goods Sold,Manually added
"July 15, 2024",0,Mama Ines,MAMA INES GTOWN,19.47,,Cleared,"28,887.88",Check,Cost of Goods Sold,Manually added
"July 8, 2024",0,Mama Ines,MAMA INES GTOWN,35.91,,Cleared,"24,577.73",Check,Cost of Goods Sold,Manually added
"July 3, 2024",0,Mama Ines,MAMA INES GTOWN,30.74,,Cleared,"18,302.99",Check,Cost of Goods Sold,Manually added
"July 1, 2024",0,Mama Ines,MAMA INES GTOWN,26.69,,Cleared,"22,932.78",Check,Cost of Goods Sold,Manually added
"June 26, 2024",0,Mama Ines,MAMA INES GTOWN,34.62,,Cleared,"18,851.99",Check,Cost of Goods Sold,Manually added
"June 24, 2024",0,Mama Ines,MAMA INES GTOWN,30.74,,Cleared,"17,869.44",Check,Cost of Goods Sold,Manually added
"June 20, 2024",0,Mama Ines,MAMA INES GTOWN,30.74,,Cleared,"14,140.57",Check,Cost of Goods Sold,Manually added
"June 12, 2024",0,Mama Ines,MAMA INES GTOWN,30.74,,Cleared,"10,447.73",Check,Cost of Goods Sold,Manually added
"June 10, 2024",0,Mama Ines,MAMA INES GTOWN,30.74,,Cleared,"10,521.73",Check,Cost of Goods Sold,Manually added
"June 6, 2024",0,Mama Ines,MAMA INES GTOWN,22.54,,Cleared,"6,698.64",Check,Cost of Goods Sold,Manually added
"June 3, 2024",0,Mama Ines,MAMA INES GTOWN,39.28,,Cleared,"6,971.00",Check,Cost of Goods Sold,Manually added
"May 31, 2024",0,Marathon,MARATHON PETRO238287,27.00,,Cleared,"3,808.58",Check,10620 Meals,Manually added
"May 31, 2024",0,Marathon,MARATHON PETRO238287,6.79,,Cleared,"3,835.58",Check,10620 Meals,Manually added
"September 3, 2024",0,McDonalds,MCDONALD'S F885,12.73,,Cleared,"56,788.85",Check,10620 Meals,Manually added
"August 19, 2024",0,McDonalds,MCDONALD'S F885,5.88,,Cleared,"48,182.52",Check,10620 Meals,Manually added
"August 19, 2024",0,McDonalds,MCDONALD'S F885,13.06,,Cleared,"48,199.12",Check,10620 Meals,Manually added
"June 24, 2024",0,McDonalds,MCDONALD'S F885,13.80,,Cleared,"17,726.08",Check,10620 Meals,Manually added
"September 3, 2024",0,Meijer,MEIJER # 129,15.27,,Cleared,"56,579.39",Check,Cost of Goods Sold,Manually added
"September 3, 2024",0,Meijer,MEIJER # 129,15.52,,Cleared,"56,594.66",Check,Cost of Goods Sold,Manually added
"April 22, 2024",0,,MERCHANDISE RET     KLARNA,,219.58,Cleared,"1,614.65",Deposit,Revenue:Income:Sales,Manually added
"April 22, 2024",0,,MERCHANDISE RET     KLARNA*VEVOR,,217.58,Cleared,"1,395.07",Deposit,Revenue:Income:Sales,Manually added
"April 22, 2024",0,,MERCHANDISE RET     KLARNA*VEVOR,,217.58,Cleared,"1,177.49",Deposit,Revenue:Income:Sales,Manually added
"April 18, 2024",172341,,MERCHANDISE RET     THE HOME DEP,,4.26,Cleared,"1,397.34",Deposit,Revenue:Income:Sales,Manually added
"August 22, 2024",0,Michigan Quick,MICHIGAN QUICK,8.12,,Cleared,"48,209.08",Check,10210 Car and Truck,Manually added
"August 22, 2024",20087,Michigan Quick,MICHIGAN QUICK,45.79,,Cleared,"48,231.73",Check,10210 Car and Truck,Manually added
"June 6, 2024",0,Michigan Quick,MICHIGAN QUICK,54.00,,Cleared,"6,721.18",Check,10210 Car and Truck,Manually added
"September 3, 2024",0,Michigan Quick,MICHIGAN QUICK,7.05,,Cleared,"56,901.82",Check,10620 Meals,Manually added
"August 7, 2024",0,Michigan Quick,MICHIGAN QUICK,7.02,,Cleared,"39,662.46",Check,10620 Meals,Manually added
"July 8, 2024",0,Michigan Quick,MICHIGAN QUICK,8.28,,Cleared,"24,640.48",Check,10620 Meals,Manually added
"August 26, 2024",0,Michigan Super Food Market,MICHIGAN SUPER FOOD MA,9.60,,Cleared,"51,298.73",Check,Cost of Goods Sold,Manually added
"January 1, 2024",0,,Opening Balance,,"1,675.04",Reconciled,"1,675.04",Deposit,Opening Balance Equity,
"September 18, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"66,323.66",Check,BANK FEES,Manually added
"September 18, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"66,459.34",Check,BANK FEES,Manually added
"September 17, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"65,765.27",Check,BANK FEES,Manually added
"September 17, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"65,801.27",Check,BANK FEES,Manually added
"September 17, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"65,837.27",Check,BANK FEES,Manually added
"September 5, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"56,503.62",Check,BANK FEES,Manually added
"September 4, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"56,588.43",Check,BANK FEES,Manually added
"August 30, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"52,314.23",Check,BANK FEES,Manually added
"August 28, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"51,329.84",Check,BANK FEES,Manually added
"August 28, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"51,365.84",Check,BANK FEES,Manually added
"August 28, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"51,401.84",Check,BANK FEES,Manually added
"August 27, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"50,904.17",Check,BANK FEES,Manually added
"August 27, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"50,940.17",Check,BANK FEES,Manually added
"August 27, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"50,976.17",Check,BANK FEES,Manually added
"August 5, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"40,091.63",Check,BANK FEES,Manually added
"August 1, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"36,993.82",Check,BANK FEES,Manually added
"August 1, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"37,029.82",Check,BANK FEES,Manually added
"July 31, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"36,214.94",Check,BANK FEES,Manually added
"July 31, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"36,250.94",Check,BANK FEES,Manually added
"July 31, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"36,286.94",Check,BANK FEES,Manually added
"July 30, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"36,935.56",Check,BANK FEES,Manually added
"July 30, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"36,971.56",Check,BANK FEES,Manually added
"July 30, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"37,007.56",Check,BANK FEES,Manually added
"July 29, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"37,172.45",Check,BANK FEES,Manually added
"July 29, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"37,208.45",Check,BANK FEES,Manually added
"July 26, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"34,037.31",Check,BANK FEES,Manually added
"July 26, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"34,073.31",Check,BANK FEES,Manually added
"July 26, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"34,109.31",Check,BANK FEES,Manually added
"July 25, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"33,305.43",Check,BANK FEES,Manually added
"July 25, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"33,341.43",Check,BANK FEES,Manually added
"July 25, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"33,377.43",Check,BANK FEES,Manually added
"July 24, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"32,650.84",Check,BANK FEES,Manually added
"July 24, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"32,686.84",Check,BANK FEES,Manually added
"July 24, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"32,722.84",Check,BANK FEES,Manually added
"July 23, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"32,019.48",Check,BANK FEES,Manually added
"July 23, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"32,055.48",Check,BANK FEES,Manually added
"July 23, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"32,091.48",Check,BANK FEES,Manually added
"July 16, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"28,554.00",Check,BANK FEES,Manually added
"July 12, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"26,095.86",Check,BANK FEES,Manually added
"July 12, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"26,131.86",Check,BANK FEES,Manually added
"July 12, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"26,167.86",Check,BANK FEES,Manually added
"July 11, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"25,037.78",Check,BANK FEES,Manually added
"July 11, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"25,073.78",Check,BANK FEES,Manually added
"July 11, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"25,109.78",Check,BANK FEES,Manually added
"July 10, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"24,653.78",Check,BANK FEES,Manually added
"July 10, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"24,689.78",Check,BANK FEES,Manually added
"July 10, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"24,725.78",Check,BANK FEES,Manually added
"July 3, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"18,357.93",Check,BANK FEES,Manually added
"June 24, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"17,988.54",Check,BANK FEES,Manually added
"June 24, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"18,024.54",Check,BANK FEES,Manually added
"June 17, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"14,420.49",Check,BANK FEES,Manually added
"June 17, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"14,456.49",Check,BANK FEES,Manually added
"May 20, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"2,914.62",Check,BANK FEES,Manually added
"May 20, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"3,152.62",Check,BANK FEES,Manually added
"May 20, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"3,188.62",Check,BANK FEES,Manually added
"May 3, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,203.31,Check,BANK FEES,Manually added
"March 6, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,309.87,Check,BANK FEES,Manually added
"March 6, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,345.87,Check,BANK FEES,Manually added
"March 6, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,381.87,Check,BANK FEES,Manually added
"February 21, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,364.36,Check,BANK FEES,Manually added
"February 21, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,400.36,Check,BANK FEES,Manually added
"February 21, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,436.36,Check,BANK FEES,Manually added
"February 20, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,381.41,Check,BANK FEES,Manually added
"January 29, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"2,209.73",Check,BANK FEES,Manually added
"February 20, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,453.41,Check,BANK FEES,Manually added
"February 20, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,417.41,Check,BANK FEES,Manually added
"January 29, 2024",0,HUNTINGTON,OVERDRAFT FEE,36.00,,Cleared,"2,245.73",Check,BANK FEES,Manually added
"August 2, 2024",0,Paragon Realty,PARAGONREALTY-GE SIGONFILE,825.00,,Cleared,"37,099.62",Check,09400 Rent,Manually added
"September 4, 2024",0,Paragon Realty,PARAGONREALTY-GE SIGONFILE,825.00,,Cleared,"55,675.14",Check,09400 Rent,Manually added
"June 4, 2024",0,Paragon Realty,PARAGONREALTY-GE SIGONFILE,825.00,,Cleared,"5,781.15",Check,09400 Rent,Manually added
"July 2, 2024",0,Paragon Realty,PARAGONREALTY-GE SIGONFILE,825.00,,Cleared,"17,592.54",Check,09400 Rent,Manually added
"January 10, 2024",0,Paragon Realty,PARAGONREALTY-GESIGONFILE 011024,739.00,,Cleared,355.10,Check,09400 Rent,Manually added
"March 4, 2024",0,Paragon Realty,PARAGONREALTY-GESIGONFILE 030424,825.00,,Cleared,46.22,Check,09400 Rent,Manually added
"April 2, 2024",0,Paragon Realty,PARAGONREALTY-GESIGONFILE 040224,825.00,,Cleared,"1,099.58",Check,09400 Rent,Manually added
"February 2, 2024",0,Paragon Realty,PARAGONREALTY-GESIGONFILE 020224,825.00,,Cleared,574.21,Check,09400 Rent,Manually added
"June 10, 2024",0,Payless Liquors,PAYLESS LIQUORS 17,19.25,,Cleared,"9,983.22",Check,10620 Meals,Manually added
"June 10, 2024",0,Payless Liquors,PAYLESS LIQUORS 18,22.19,,Cleared,"10,096.99",Check,10620 Meals,Manually added
"May 2, 2024",0,Paragon Realty,PARAGONREALTY-GESIGONFILE 050224,825.00,,Cleared,-717.22,Check,09400 Rent,Manually added
"July 30, 2024",0,Plaza Park,PLAZA PARK 2030,12.00,,Cleared,"36,130.75",Check,10600 Travel,Manually added
"August 28, 2024",0,Citizens Energy,PNM * CITIZENS ENERGY,155.92,,Cleared,"51,135.28",Check,Utilities,Manually added
"July 30, 2024",0,Plaza Park,PLAZA PARK 2030,19.00,,Cleared,"36,111.75",Check,10600 Travel,Manually added
"July 30, 2024",0,Citizens Energy,PNM * CITIZENS ENERGY,172.86,,Cleared,"36,142.75",Check,Utilities,Manually added
"May 30, 2024",0,Citizens Energy,PNM * CITIZENS ENERGY,156.50,,Cleared,"3,110.16",Check,Utilities,Manually added
"June 27, 2024",0,Citizens Energy,PNM * CITIZENS ENERGY,148.71,,Cleared,"18,773.53",Check,Utilities,Manually added
"August 16, 2024",0,Heritage Acceptance,PNM * HERITAGE ACCEPTA,304.95,,Cleared,"45,349.85",Check,10200 Auto Expenses,Manually added
"July 1, 2024",0,Heritage Acceptance,PNM * HERITAGE ACCEPTA,254.95,,Cleared,"18,905.21",Check,10200 Auto Expenses,Manually added
"July 30, 2024",0,Heritage Acceptance,PNM * HERITAGE ACCEPTA,554.95,,Cleared,"35,462.97",Check,10200 Auto Expenses,Manually added
"June 5, 2024",0,Heritage Acceptance,PNM * HERITAGE ACCEPTA,219.95,,Cleared,"6,341.99",Check,10200 Auto Expenses,Manually added
"September 17, 2024",0,HUNTINGTON,PRIOR MONTH'S SERVICE CHARGES,99.90,,Cleared,"65,649.49",Check,BANK FEES,Manually added
"September 3, 2024",0,Progressive,PROG SO EASTERN  INS PREM,459.51,,Cleared,"56,069.93",Check,10200 Auto Expenses,Manually added
"July 2, 2024",0,Progressive,PROG SO EASTERN  INS PREM,455.88,,Cleared,"18,445.28",Check,10200 Auto Expenses,Manually added
"January 3, 2024",0,Progressive,PROG SO EASTERN INS PREM  240102,455.90,,Cleared,610.48,Check,10200 Auto Expenses,Manually added
"May 31, 2024",0,Progressive,PROG SO EASTERN  INS PREM,455.90,,Cleared,"3,309.83",Check,10200 Auto Expenses,Manually added
"April 2, 2024",0,Progressive,PROG SO EASTERN INS PREM  240401,455.90,,Cleared,"4,070.75",Check,10200 Auto Expenses,Manually added
"January 31, 2024",0,Progressive,PROG SO EASTERN INS PREM  240130,455.90,,Cleared,"3,004.13",Check,10200 Auto Expenses,Manually added
"March 4, 2024",0,Progressive,PROG SO EASTERN INS PREM  240301,455.90,,Cleared,"1,987.67",Check,10200 Auto Expenses,Manually added
"May 1, 2024",0,Progressive,PROG SO EASTERN INS PREM  240430,455.90,,Cleared,"1,521.14",Check,10200 Auto Expenses,Manually added
"January 22, 2024",0,Progressive,PROGRESSIVELEASEPMTS      240120,151.92,,Cleared,"2,034.57",Check,10200 Auto Expenses,Manually added
"January 8, 2024",0,Progressive,PROGRESSIVELEASEPMTS      240106,151.92,,Cleared,"3,121.06",Check,10200 Auto Expenses,Manually added
"February 20, 2024",0,Progressive,PROGRESSIVELEASEPMTS      240217,151.92,,Cleared,-120.82,Check,10200 Auto Expenses,Manually added
"February 5, 2024",0,Progressive,PROGRESSIVELEASEPMTS      240203,151.92,,Cleared,"1,403.16",Check,10200 Auto Expenses,Manually added
"March 4, 2024",0,Progressive,PROGRESSIVELEASEPMTS      240302,151.92,,Cleared,"2,563.87",Check,10200 Auto Expenses,Manually added
"March 18, 2024",0,Progressive,PROGRESSIVELEASEPMTS      240317,925.65,,Cleared,"2,207.40",Check,10200 Auto Expenses,Manually added
"April 26, 2024",0,38th Buffet,PURCHASE            38TH BUFFET,32.00,,Cleared,"1,281.18",Check,10620 Meals,Manually added
"March 18, 2024",0,Progressive,PROGRESSIVELEASEPMTS      240316,151.92,,Cleared,"2,055.48",Check,10200 Auto Expenses,Manually added
"March 22, 2024",0,Amazon,PURCHASE            AMAZON RET*,8.01,,Cleared,"2,279.46",Check,10700 Office,Manually added
"April 25, 2024",0,Indy Immigrant Solutions,PURCHASE            AFP*INDY IMM,300.00,,Cleared,"1,855.90",Check,10400 Consultant Expense,Manually added
"March 18, 2024",0,38th Buffet,PURCHASE            38TH BUFFET,26.44,,Cleared,"1,603.42",Check,10620 Meals,Manually added
"January 17, 2024",0,Amazon,PURCHASE            AMAZON RET*,36.92,,Cleared,"2,800.25",Check,10700 Office,Manually added
"January 19, 2024",0,Amazon,PURCHASE            AMAZON.COM*R,29.95,,Cleared,"1,870.00",Check,10700 Office,Manually added
"April 30, 2024",0,Amazon,PURCHASE            AMAZON.COM*I,85.59,,Cleared,"2,347.83",Check,10700 Office,Manually added
"January 29, 2024",0,AMC,PURCHASE            AMC 6381 IND,32.98,,Cleared,"1,964.70",Check,10620 Meals,Manually added
"March 11, 2024",0,AMC,PURCHASE            AMC 6381 IND,34.29,,Cleared,"17,366.65",Check,10620 Meals,Manually added
"May 28, 2024",0,AMC,PURCHASE            AMC 9640 ONL,26.67,,Cleared,"2,683.62",Check,10620 Meals,Manually added
"May 28, 2024",0,AMC,PURCHASE            AMC 9640 ONL,47.36,,Cleared,"2,636.26",Check,10620 Meals,Manually added
"April 15, 2024",0,AMC,PURCHASE            AMC 9640 ONL,40.36,,Cleared,"2,866.31",Check,10620 Meals,Manually added
"April 4, 2024",0,American,PURCHASE            AMERICAN 001,393.33,,Cleared,948.38,Check,10600 Travel,Manually added
"March 22, 2024",0,Amoco,PURCHASE            AMOCO#190010,15.98,,Cleared,"2,346.97",Check,10210 Car and Truck,Manually added
"May 29, 2024",0,Amazon,PURCHASE            AMZN MKTP US,11.17,,Cleared,"3,443.84",Check,10700 Office,Manually added
"April 18, 2024",0,Amazon,PURCHASE            AMZN MKTP US,12.82,,Cleared,"1,205.79",Check,10700 Office,Manually added
"May 10, 2024",0,Amazon,PURCHASE            AMZN MKTP US,42.79,,Cleared,"2,897.65",Check,10700 Office,Manually added
"March 4, 2024",0,Amazon,PURCHASE            AMZN MKTP US,42.79,,Cleared,"3,089.37",Check,10700 Office,Manually added
"January 19, 2024",0,Amazon,PURCHASE            AMZN MKTP US,18.18,,Cleared,"1,754.01",Check,10700 Office,Manually added
"January 19, 2024",0,Amazon,PURCHASE            AMZN MKTP US,28.67,,Cleared,"1,841.33",Check,10700 Office,Manually added
"January 16, 2024",0,Amazon,PURCHASE            AMZN MKTP US,12.83,,Cleared,"3,038.72",Check,10700 Office,Manually added
"January 18, 2024",0,Amazon,PURCHASE            AMZN MKTP US,113.41,,Cleared,"2,992.44",Check,10700 Office,Manually added
"April 24, 2024",0,Antojitos Domis,PURCHASE            ANTOJITOS DO,40.21,,Cleared,"4,159.35",Check,Cost of Goods Sold,Manually added
"January 3, 2024",0,Amazon,PURCHASE            AMZN MKTP US,50.81,,Cleared,"1,121.36",Check,10700 Office,Manually added
"April 1, 2024",0,Apna Bazaar,PURCHASE            APNA BAZAAR,45.00,,Cleared,"4,605.86",Check,Cost of Goods Sold,Manually added
"January 11, 2024",927540,Autozone,PURCHASE            AUTOZONE  06,29.95,,Cleared,247.98,Check,10200 Auto Expenses,Manually added
"April 1, 2024",0,Apple,PURCHASE            APPLE.COM/BI,80.24,,Cleared,"5,067.70",Check,10700 Office,Manually added
"January 8, 2024",0,Apple,PURCHASE            APPLE.COM/BI,21.39,,Cleared,"3,272.98",Check,10700 Office,Manually added
"April 8, 2024",0,Big Red Liquors,PURCHASE            BIG RED LIQU,4.27,,Cleared,"2,711.72",Check,10620 Meals,Manually added
"April 1, 2024",0,Big Red Liquors,PURCHASE            BIG RED LIQU,9.62,,Cleared,"4,927.65",Check,10620 Meals,Manually added
"April 12, 2024",0,Big Red Liquors,PURCHASE            BIG RED LIQU,4.27,,Cleared,368.09,Check,10620 Meals,Manually added
"March 8, 2024",0,Big Red Liquors,PURCHASE            BIG RED LIQU,21.37,,Cleared,"3,389.42",Check,10620 Meals,Manually added
"February 12, 2024",0,Big Red Liquors,PURCHASE            BIG RED LIQU,23.09,,Cleared,"2,012.92",Check,10620 Meals,Manually added
"March 12, 2024",0,Big Red Liquors,PURCHASE            BIG RED LIQU,18.63,,Cleared,"16,954.53",Check,10620 Meals,Manually added
"April 19, 2024",730101,BP,PURCHASE            BP#1399200FI,91.11,,Cleared,"1,745.97",Check,10210 Car and Truck,Manually added
"January 26, 2024",0,Burger King,PURCHASE            BURGER KING,27.84,,Cleared,-121.11,Check,10620 Meals,Manually added
"April 1, 2024",0,Carniceria Mexican,PURCHASE            CARNICERIA M,14.95,,Cleared,"4,650.86",Check,10620 Meals,Manually added
"May 29, 2024",0,Carniceria Mexican,PURCHASE            CARNICERIA M,36.50,,Cleared,"2,588.54",Check,10620 Meals,Manually added
"February 12, 2024",0,Carniceria Mexican,PURCHASE            CARNICERIA M,99.90,,Cleared,"1,658.11",Check,10620 Meals,Manually added
"January 10, 2024",0,Crew Carwash,PURCHASE            CREW CARWASH,17.00,,Cleared,"1,236.35",Check,10210 Car and Truck,Manually added
"May 13, 2024",0,Crown Liquors,PURCHASE            CROWN LIQUOR,7.47,,Cleared,"4,146.57",Check,10620 Meals,Manually added
