Date,Ref No.,Payee,Memo,Payment,Deposit,Reconciliation Status,Balance,Type,Account,Added in Banking
"May 20, 2024",0,,24-HOUR GRACE OVERDRAFT FEE WAIV,,36.00,Cleared,"3,262.62",Deposit,BANK FEES,Manually added
"May 20, 2024",0,,24-HOUR GRACE OVERDRAFT FEE WAIV,,36.00,Cleared,"3,226.62",Deposit,BANK FEES,Manually added
"May 20, 2024",0,,24-HOUR GRACE OVERDRAFT FEE WAIV,,36.00,Cleared,"3,190.62",Deposit,BANK FEES,Manually added
"May 3, 2024",0,,24-HOUR GRACE OVERDRAFT FEE WAIV,,36.00,Cleared,-773.17,Deposit,BANK FEES,Manually added
"March 6, 2024",0,HUNTINGTON,24-HOUR GRACE OVERDRAFT FEE WAIV,,36.00,Cleared,545.18,Deposit,BANK FEES,Manually added
"March 6, 2024",0,HUNTINGTON,24-HOUR GRACE OVERDRAFT FEE WAIV,,36.00,Cleared,509.18,Deposit,BANK FEES,Manually added
"March 6, 2024",0,HUNTINGTON,24-HOUR GRACE OVERDRAFT FEE WAIV,,36.00,Cleared,473.18,Deposit,BANK FEES,Manually added
"February 21, 2024",0,HUNTINGTON,24-HOUR GRACE OVERDRAFT FEE WAIV,,36.00,Cleared,472.36,Deposit,BANK FEES,Manually added
"February 21, 2024",0,HUNTINGTON,24-HOUR GRACE OVERDRAFT FEE WAIV,,36.00,Cleared,436.36,Deposit,BANK FEES,Manually added
"February 21, 2024",0,HUNTINGTON,24-HOUR GRACE OVERDRAFT FEE WAIV,,36.00,Cleared,400.36,Deposit,BANK FEES,Manually added
"January 29, 2024",0,HUNTINGTON,24-HOUR GRACE OVERDRAFT FEE WAIV,,36.00,Cleared,"2,346.58",Deposit,BANK FEES,Manually added
"January 29, 2024",0,HUNTINGTON,24-HOUR GRACE OVERDRAFT FEE WAIV,,36.00,Cleared,"2,310.58",Deposit,BANK FEES,Manually added
"August 27, 2024",0,38th Buffet,38TH BUFFET,38.60,,Cleared,"50,746.69",Check,10620 Meals,Manually added
"September 18, 2024",0,Indy Immigrant Solutions,AFP*INDY IMMIGRANT SOL,300.00,,Cleared,"65,689.17",Check,Legal,Manually added
"August 6, 2024",0,Indy Immigrant Solutions,AFP*INDY IMMIGRANT SOL,300.00,,Cleared,"38,915.29",Check,Legal,Manually added
"July 1, 2024",0,Indy Immigrant Solutions,AFP*INDY IMMIGRANT SOL,300.00,,Cleared,"19,675.11",Check,Legal,Manually added
"July 1, 2024",0,Indy Immigrant Solutions,AFP*INDY IMMIGRANT SOL,300.00,,Cleared,"19,975.11",Check,Legal,Manually added
"July 22, 2024",0,HUNTINGTON,AGI*TMO SERVICE FEE,249.00,,Cleared,"32,203.33",Check,BANK FEES,Manually added
"September 11, 2024",0,Amazon,AMAZON MARK* 1H09Z8MJ3,21.39,,Cleared,"61,496.07",Check,10700 Office,Manually added
"September 23, 2024",0,Amazon,AMAZON MARK* FZ0HT8IX3,5.94,,Cleared,"71,646.87",Check,10700 Office,Manually added
"September 9, 2024",0,Amazon,AMAZON MARK* ZT8542KS1,27.81,,Cleared,"61,098.42",Check,10700 Office,Manually added
"June 17, 2024",0,Amazon,AMAZON MKTPL*053MQ9KR3,60.98,,Cleared,"14,230.59",Check,10700 Office,Manually added
"September 16, 2024",0,Amazon,AMAZON MKTPL*I36RS8U63,32.09,,Cleared,"65,827.02",Check,10700 Office,Manually added
"June 17, 2024",0,Amazon,AMAZON MKTPL*PS1W798Q3,10.69,,Cleared,"14,219.90",Check,10700 Office,Manually added
"July 24, 2024",0,Amazon,AMAZON MKTPL*RJ4VP57F2,17.00,,Cleared,"32,573.84",Check,10700 Office,Manually added
"July 26, 2024",0,Amazon,AMAZON MKTPL*RV1RQ8NK2,16.04,,Cleared,"33,988.02",Check,10700 Office,Manually added
"August 1, 2024",0,Amazon,AMAZON MKTPL*RV6CN3811,11.97,,Cleared,"36,981.85",Check,10700 Office,Manually added
"September 4, 2024",0,Amazon,AMAZON MKTPL*ZT27714P0,10.65,,Cleared,"56,546.98",Check,10700 Office,Manually added
"September 12, 2024",0,Amazon,AMAZON.COM*803UE9VW3,24.60,,Cleared,"61,850.23",Check,10700 Office,Manually added
"September 13, 2024",0,Amazon,AMAZON.COM*AF0NE5PR3,5.66,,Cleared,"61,579.49",Check,10700 Office,Manually added
"August 20, 2024",0,Amazon,AMAZON.COM*R47JH1T12,13.32,,Cleared,"47,068.54",Check,10700 Office,Manually added
"August 12, 2024",0,Amazon,AMAZON.COM*RM2EV7QZ0,16.25,,Cleared,"45,076.61",Check,10700 Office,Manually added
"June 17, 2024",0,Amazon,AMAZON.COM*YY8Z90KI3,"1,165.23",,Cleared,"13,054.67",Check,10700 Office,Manually added
"September 13, 2024",0,Amazon,AMAZON.COM*Z836R9081,5.98,,Cleared,"61,573.51",Check,10700 Office,Manually added
"July 30, 2024",0,AMC,AMC 9640 ONLINE,62.96,,Cleared,"36,025.92",Check,Entertainment,Manually added
"July 30, 2024",0,AMC,AMC 9640 ONLINE,22.87,,Cleared,"36,088.88",Check,Entertainment,Manually added
"September 23, 2024",0,American International Fncl.,AMERICAN INTERNATIONAL,386.00,,Cleared,"71,147.78",Check,Other,Manually added
"September 9, 2024",0,American International Fncl.,AMERICAN INTERNATIONAL,386.00,,Cleared,"60,247.31",Check,Other,Manually added
"August 16, 2024",0,Amoco,AMOCO#1900100H,11.82,,Cleared,"46,040.56",Check,meals,Manually added
"May 31, 2024",0,Amoco,AMOCO#1900100H,40.19,,Cleared,"4,071.24",Check,Gas,Manually added
"May 30, 2024",0,Amoco,AMOCO#1900100H,33.04,,Cleared,"3,292.30",Check,gas,Manually added
"August 5, 2024",499601,Amoco,AMOCO#1900100H,7.02,,Cleared,"40,184.99",Check,Meals,Manually added
"June 10, 2024",0,Amoco,AMOCO#1900100H,16.82,,Cleared,"10,714.30",Check,10620 Meals,Manually added
"August 21, 2024",0,Amusements South,AMUSEMENTS SOUTH,63.86,,Cleared,"47,317.14",Check,Entertainment,Manually added
"June 6, 2024",0,Amazon,AMZN MKTP US*1P8AA8XR3,106.99,,Cleared,"6,775.18",Check,10700 Office,Manually added
"June 7, 2024",0,Amazon,AMZN MKTP US*9G6Z18UA3,14.54,,Cleared,"7,633.52",Check,10700 Office,Manually added
"June 10, 2024",0,Amazon,AMZN MKTP US*AK5S09133,21.39,,Cleared,"10,692.91",Check,10700 Office,Manually added
"June 12, 2024",0,Amazon,AMZN MKTP US*TL54X24K3,7.48,,Cleared,"10,478.47",Check,10700 Office,Manually added
"July 8, 2024",0,Apna Bazaar,APNA BAZAAR,8.90,,Cleared,"23,844.09",Check,Cost of Goods Sold,Manually added
"July 1, 2024",0,Apna Bazaar,APNA BAZAAR,10.00,,Cleared,"19,160.16",Check,Cost of Goods Sold,Manually added
"June 10, 2024",0,Apna Bazaar,APNA BAZAAR,14.99,,Cleared,"9,884.80",Check,Cost of Goods Sold,Manually added
"September 23, 2024",0,Apple,APPLE.COM/BILL,17.10,,Cleared,"71,629.77",Check,Subscription,Manually added
"September 9, 2024",0,Apple,APPLE.COM/BILL,2.13,,Cleared,"60,834.20",Check,Subscription,Manually added
"August 5, 2024",0,Apple,APPLE.COM/BILL,14.28,,Cleared,"40,046.19",Check,Subscription,Manually added
"July 31, 2024",0,Apple,APPLE.COM/BILL,28.57,,Cleared,"36,160.48",Check,Subscription,Manually added
"July 24, 2024",0,Apple,APPLE.COM/BILL,60.00,,Cleared,"32,590.84",Check,Subscription,Manually added
"July 18, 2024",0,Apple,APPLE.COM/BILL,60.00,,Cleared,"29,144.89",Check,Subscription,Manually added
"May 28, 2024",48604554,,ATM CASH DEPOSIT,,"1,000.00",Cleared,"7,327.63",Deposit,Cash deposits,Manually added
"May 10, 2024",48607950,,ATM CASH DEPOSIT,,10.00,Cleared,"3,402.44",Deposit,Cash deposits,Manually added
"May 10, 2024",48607949,,ATM CASH DEPOSIT,,"1,050.00",Cleared,"3,392.44",Deposit,Cash deposits,Manually added
"April 29, 2024",48604291,,ATM CASH DEPOSIT,,520.00,Cleared,"6,577.95",Deposit,Cash deposits,Manually added
"April 29, 2024",48604290,,ATM CASH DEPOSIT,,"1,490.00",Cleared,"6,057.95",Deposit,Cash deposits,Manually added
"April 8, 2024",34318720,,ATM CASH DEPOSIT,,460.00,Cleared,"6,295.18",Deposit,Cash deposits,Manually added
"April 8, 2024",34318719,,ATM CASH DEPOSIT,,"1,130.00",Cleared,"5,835.18",Deposit,Cash deposits,Manually added
"March 8, 2024",48603568,,ATM CASH DEPOSIT,,"1,500.00",Cleared,"3,410.79",Deposit,Cash deposits,Manually added
"January 31, 2024",48280619,,ATM CASH DEPOSIT,,118.00,Cleared,"3,972.95",Deposit,Cash deposits,Manually added
"January 31, 2024",48280618,,ATM CASH DEPOSIT,,800.00,Cleared,"3,854.95",Deposit,Cash deposits,Manually added
"January 31, 2024",48280617,,ATM CASH DEPOSIT,,"1,680.00",Cleared,"3,054.95",Deposit,Cash deposits,Manually added
"January 10, 2024",48608945,,ATM CASH DEPOSIT,,350.00,Cleared,"1,317.88",Deposit,Cash deposits,Manually added
"January 9, 2024",34318186,,ATM CASH DEPOSIT,,150.00,Cleared,"3,562.53",Deposit,Cash deposits,Manually added
"January 9, 2024",34318185,,ATM CASH DEPOSIT,,830.00,Cleared,"3,412.53",Deposit,Cash deposits,Manually added
"August 29, 2024",0,Automotive Credit,AUTOMOTIVE CREDI BILLPAY,504.95,,Cleared,"51,259.58",Check,10200 Auto Expenses Payment,Manually added
"July 30, 2024",0,Automotive Credit,AUTOMOTIVE CREDI BILLPAY,604.95,,Cleared,"36,318.11",Check,10201 Auto Expenses Payment,Manually added
"July 1, 2024",0,Automotive Credit,AUTOMOTIVE CREDI BILLPAY,504.95,,Cleared,"19,170.16",Check,10202 Auto Expenses Payment,Manually added
"May 29, 2024",0,Automotive Credit,AUTOMOTIVE CREDI BILLPAY,554.95,,Cleared,"2,733.57",Check,10203 Auto Expenses Payment,Manually added
"April 30, 2024",0,Automotive Credit,AUTOMOTIVE CREDIBILLPAY,529.77,,Cleared,"1,483.89",Check,10204 Auto Expenses Payment,Manually added
"April 25, 2024",0,Automotive Credit,AUTOMOTIVE CREDIBILLPAY,"1,029.95",,Cleared,"2,158.40",Check,10205 Auto Expenses Payment,Manually added
"April 3, 2024",0,Automotive Credit,AUTOMOTIVE CREDIBILLPAY,655.02,,Cleared,865.64,Check,10206 Auto Expenses Payment,Manually added
"September 9, 2024",522128,Autozone,AUTOZONE  0620 280,41.71,,Cleared,"61,158.02",Check,Auto Expenses Repairs,Manually added
"September 3, 2024",741572,Autozone,AUTOZONE  0620 280,62.04,,Cleared,"57,125.03",Check,Auto Expenses Repairs,Manually added
"June 10, 2024",511025,Autozone,AUTOZONE  0620 280,16.04,,Cleared,"10,811.33",Check,Auto Expenses Repairs,Manually added
"September 3, 2024",0,Bankcard 1161,BANKCARD 1161    MTOT DISC,91.95,,Cleared,"55,856.74",Check,Credit Card,Manually added
"August 2, 2024",0,Bankcard 1161,BANKCARD 1161    MTOT DISC,91.95,,Cleared,"37,007.67",Check,Credit Card,Manually added
"July 2, 2024",0,Bankcard 1161,BANKCARD 1161    MTOT DISC,91.95,,Cleared,"17,500.59",Check,Credit Card,Manually added
"June 3, 2024",0,Bankcard 1161,BANKCARD 1161    MTOT DISC,91.95,,Cleared,"6,115.86",Check,Credit Card,Manually added
"January 2, 2024",0,Bankcard 1161,BANKCARD 1161   MTOT DISC 231231,91.95,,Cleared,"2,813.78",Check,Credit Card,Manually added
"February 2, 2024",0,Bankcard 1161,BANKCARD 1161   MTOT DISC 240131,91.95,,Cleared,482.26,Check,Credit Card,Manually added
"March 4, 2024",0,Bankcard 1161,BANKCARD 1161   MTOT DISC 240229,91.95,,Cleared,-45.73,Check,Credit Card,Manually added
"April 2, 2024",0,Bankcard 1161,BANKCARD 1161   MTOT DISC 240331,91.95,,Cleared,"1,007.63",Check,Credit Card,Manually added
"May 2, 2024",0,Bankcard 1161,BANKCARD 1161   MTOT DISC 240430,91.95,,Cleared,-809.17,Check,Credit Card,Manually added
"September 4, 2024",0,Big Red Liquors,BIG RED LIQUORS #205,20.31,,Cleared,"56,526.67",Check,10620 Meals,Manually added
"July 8, 2024",0,Big Red Liquors,BIG RED LIQUORS #207,7.49,,Cleared,"23,946.31",Check,10620 Meals,Manually added
"July 1, 2024",0,Big Red Liquors,BIG RED LIQUORS #207,13.89,,Cleared,"22,775.11",Check,10620 Meals,Manually added
"June 24, 2024",0,Big Red Liquors,BIG RED LIQUORS #207,10.94,,Cleared,"17,715.14",Check,10620 Meals,Manually added
"June 10, 2024",0,Big Red Liquors,BIG RED LIQUORS #207,41.70,,Cleared,"9,941.52",Check,10620 Meals,Manually added
"June 10, 2024",0,Big Red Liquors,BIG RED LIQUORS #207,7.49,,Cleared,"10,089.50",Check,10620 Meals,Manually added
"August 26, 2024",0,Blink,BLINK,10.00,,Cleared,"51,055.71",Check,10700 Office,Manually added
"July 25, 2024",0,Blink,BLINK,10.00,,Cleared,"33,215.67",Check,10700 Office,Manually added
"June 25, 2024",0,Blink,BLINK,10.00,,Cleared,"17,918.72",Check,10700 Office,Manually added
"June 5, 2024",879901,BP,BP#8834509STAR,36.32,,Cleared,"6,825.70",Check,10210 Car and Truck,Manually added
"July 15, 2024",0,BP,BP#9643263WATE,10.00,,Cleared,"28,613.73",Check,10620 Meals,Manually added
"July 15, 2024",123201,,BP#9643263WATE,46.34,,Cleared,"29,708.42",Check,10620 Meals,Manually added
"May 15, 2024",0,Branch Cash Deposit Fee,BRANCH CASH DEPOSIT PROCESSING F,11.06,,Cleared,-135.81,Check,BANK FEES,Manually added
"April 15, 2024",0,Branch Cash Deposit Fee,BRANCH CASH DEPOSIT PROCESSING F,13.66,,Cleared,"3,272.40",Check,BANK FEES,Manually added
"February 15, 2024",0,Branch Cash Deposit Fee,BRANCH CASH DEPOSIT PROCESSING F,4.28,,Cleared,164.21,Check,BANK FEES,Manually added
"August 15, 2024",0,Branch Cash Deposit Fee,BRANCH CASH DEPOSIT PROCESSING FEE,10.98,,Cleared,"45,420.71",Check,BANK FEES,Manually added
"July 15, 2024",0,Branch Cash Deposit Fee,BRANCH CASH DEPOSIT PROCESSING FEE,7.14,,Cleared,"28,531.59",Check,BANK FEES,Manually added
"September 16, 2024",0,Burger King,BURGER KING #22485 Q07,15.67,,Cleared,"65,811.35",Check,10620 Meals,Manually added
"July 15, 2024",0,Burger King,BURGER KING #5883  Q07,12.19,,Cleared,"28,762.13",Check,10620 Meals,Manually added
"June 17, 2024",0,Burger King,BURGER KING #5883  Q07,23.95,,Cleared,"13,018.84",Check,10620 Meals,Manually added
"September 17, 2024",0,Capital One,CAPITAL ONE      CRCARDPMT,90.00,,Cleared,"65,559.49",Check,Credit Card,Manually added
"August 16, 2024",0,Capital One,CAPITAL ONE      CRCARDPMT,107.00,,Cleared,"45,654.80",Check,Credit Card,Manually added
"July 16, 2024",0,Capital One,CAPITAL ONE      CRCARDPMT,179.00,,Cleared,"28,315.99",Check,Credit Card,Manually added
"June 17, 2024",0,Capital One,CAPITAL ONE      CRCARDPMT,183.00,,Cleared,"12,624.74",Check,Credit Card,Manually added
"July 1, 2024",0,Capital One,CAPITAL ONE      ONLINE PMT,"2,500.00",,Cleared,"20,275.11",Check,Credit Card,Manually added
"January 16, 2024",0,Capital One,CAPITAL ONE     CRCARDPMT 240115,156.00,,Cleared,"2,552.92",Check,Credit Card,Manually added
"February 16, 2024",0,Capital One,CAPITAL ONE     CRCARDPMT 240215,180.00,,Cleared,-632.82,Check,Credit Card,Manually added
"March 18, 2024",0,Capital One,CAPITAL ONE     CRCARDPMT 240315,167.00,,Cleared,"1,629.86",Check,Credit Card,Manually added
"April 16, 2024",0,Capital One,CAPITAL ONE     CRCARDPMT 240415,160.00,,Cleared,0.98,Check,Credit Card,Manually added
"May 16, 2024",0,Capital One,CAPITAL ONE     CRCARDPMT 240515,177.00,,Cleared,11.22,Check,Credit Card,Manually added
"February 13, 2024",0,Capital One,CAPITAL ONE     ONLINE PMT240212,200.00,,Cleared,"1,152.79",Check,Credit Card,Manually added
"July 17, 2024",489401,Carniceria Guanajuato,Carniceria Gua,229.94,,Cleared,"28,967.61",Check,Cost of Goods Sold,Manually added
"June 27, 2024",489410,Carniceria Guanajuato,Carniceria Gua,75.98,,Cleared,"19,357.54",Check,Cost of Goods Sold,Manually added
"June 6, 2024",489409,Carniceria Guanajuato,Carniceria Gua,310.81,,Cleared,"6,910.89",Check,Cost of Goods Sold,Manually added
"July 22, 2024",0,Casey's,CASEYS #2338,34.58,,Cleared,"32,601.55",Check,10210 Car and Truck,Manually added
"September 11, 2024",0,Clover App Mrkt,CLOVER APP       CLOVER APP,66.16,,Cleared,"61,131.17",Check,10510 Office:Systems,Manually added
"September 11, 2024",0,Clover App Mrkt,CLOVER APP       CLOVER APP,90.90,,Cleared,"61,197.33",Check,10510 Office:Systems,Manually added
"August 12, 2024",0,Clover App Mrkt,CLOVER APP MRKT  CLOVER APP,62.98,,Cleared,"44,536.02",Check,10700 Office,Manually added
"August 12, 2024",0,Clover App Mrkt,CLOVER APP MRKT  CLOVER APP,90.90,,Cleared,"44,599.00",Check,10700 Office,Manually added
"July 10, 2024",0,Clover App Mrkt,CLOVER APP MRKT  CLOVER APP,60.87,,Cleared,"24,411.92",Check,10700 Office,Manually added
"July 10, 2024",0,Clover App Mrkt,CLOVER APP MRKT  CLOVER APP,90.90,,Cleared,"24,472.79",Check,10700 Office,Manually added
"June 12, 2024",0,Clover App Mrkt,CLOVER APP MRKT  CLOVER APP,56.63,,Cleared,"10,237.00",Check,10700 Office,Manually added
"June 12, 2024",0,Clover App Mrkt,CLOVER APP MRKT  CLOVER APP,90.90,,Cleared,"10,293.63",Check,10700 Office,Manually added
"January 10, 2024",0,Clover App Mrkt,CLOVER APP MRKT CLOVER APP240110,58.85,,Cleared,"1,133.69",Check,10700 Office,Manually added
"January 10, 2024",0,Clover App Mrkt,CLOVER APP MRKT CLOVER APP240110,43.81,,Cleared,"1,192.54",Check,10700 Office,Manually added
"February 12, 2024",0,Clover App Mrkt,CLOVER APP MRKT CLOVER APP240212,42.75,,Cleared,"1,911.32",Check,10700 Office,Manually added
"February 12, 2024",0,Clover App Mrkt,CLOVER APP MRKT CLOVER APP240212,58.85,,Cleared,"1,954.07",Check,10700 Office,Manually added
"March 12, 2024",0,Clover App Mrkt,CLOVER APP MRKT CLOVER APP240312,43.81,,Cleared,"16,829.74",Check,10700 Office,Manually added
"March 12, 2024",0,Clover App Mrkt,CLOVER APP MRKT CLOVER APP240312,58.85,,Cleared,"16,873.55",Check,10700 Office,Manually added
"April 10, 2024",0,Clover App Mrkt,CLOVER APP MRKT CLOVER APP240410,50.17,,Cleared,362.52,Check,10700 Office,Manually added
"April 10, 2024",0,Clover App Mrkt,CLOVER APP MRKT CLOVER APP240410,58.85,,Cleared,412.69,Check,10700 Office,Manually added
"May 10, 2024",0,Clover App Mrkt,CLOVER APP MRKT CLOVER APP240510,64.04,,Cleared,"2,577.92",Check,10700 Office,Manually added
"May 10, 2024",0,Clover App Mrkt,CLOVER APP MRKT CLOVER APP240510,90.90,,Cleared,"2,686.76",Check,10700 Office,Manually added
"July 8, 2024",0,Community Spirits 2,COMMUNITY SPIRITS 2,22.97,,Cleared,"23,852.99",Check,10620 Meals,Manually added
"September 18, 2024",0,ParkIndy LLC,CONDUENT PARKINDY LLC,4.55,,Cleared,"65,989.17",Check,10200 Auto Expenses,Manually added
"August 28, 2024",0,Crown Liquors,CROWN LIQUORS #3,9.61,,Cleared,"51,291.20",Check,10620 Meals,Manually added
"July 10, 2024",0,Crown Liquors,CROWN LIQUORS #6 - WAS,11.74,,Cleared,"24,587.23",Check,10620 Meals,Manually added
"September 3, 2024",0,CSC Serviceworks inc,CSC SERVICEWORK,2.50,,Cleared,"55,968.68",Check,10710 Supplies,Manually added
"August 20, 2024",0,CSC Serviceworks inc,CSC SERVICEWORK,2.50,,Cleared,"47,027.66",Check,10710 Supplies,Manually added
"August 16, 2024",0,CSC Serviceworks inc,CSC SERVICEWORK,2.50,,Cleared,"45,761.80",Check,10710 Supplies,Manually added
"August 6, 2024",0,CSC Serviceworks inc,CSC SERVICEWORK,2.50,,Cleared,"39,215.29",Check,10710 Supplies,Manually added
"July 30, 2024",0,CSC Serviceworks inc,CSC SERVICEWORK,2.50,,Cleared,"36,315.61",Check,10710 Supplies,Manually added
"July 24, 2024",0,CSC Serviceworks inc,CSC SERVICEWORK,2.50,,Cleared,"32,571.34",Check,10710 Supplies,Manually added
"July 16, 2024",0,CSC Serviceworks inc,CSC SERVICEWORK,2.50,,Cleared,"28,494.99",Check,10710 Supplies,Manually added
"July 2, 2024",0,CSC Serviceworks inc,CSC SERVICEWORK,2.50,,Cleared,"18,417.54",Check,10710 Supplies,Manually added
"June 11, 2024",0,CSC Serviceworks inc,CSC SERVICEWORK,2.50,,Cleared,"9,618.19",Check,10710 Supplies,Manually added
"September 10, 2024",0,Doordash,DD *DOORDASH OUTBACKST,133.74,,Cleared,"60,806.24",Check,10620 Meals,Manually added
"June 11, 2024",0,Applebees,DD DOORDASH APPLEBEES,52.55,,Cleared,"9,620.69",Check,10620 Meals,Manually added
"August 13, 2024",0,Doordash,DD DOORDASH CHINAGARD,72.39,,Cleared,"43,978.20",Check,10620 Meals,Manually added
"June 25, 2024",0,Outback,DD DOORDASH OUTBACKST,102.35,,Cleared,"18,011.52",Check,10620 Meals,Manually added
"August 6, 2024",0,Doordash,DD DOORDASH PAPAJOHNS,63.54,,Cleared,"39,246.11",Check,10620 Meals,Manually added
"July 23, 2024",0,Wingstop,DD DOORDASH WINGSTOP,59.95,,Cleared,"31,944.87",Check,10620 Meals,Manually added
"June 21, 2024",0,Doordash,DD DOORDASH YOSHIINC.,49.06,,Cleared,"14,490.56",Check,10620 Meals,Manually added
"April 24, 2024",0,,DEPOSIT,,"2,588.00",Cleared,"4,273.45",Deposit,Revenue:Income:Sales,Manually added
"March 26, 2024",0,,DEPOSIT,,"2,300.00",Cleared,"2,862.08",Deposit,Revenue:Income:Sales,Manually added
"March 13, 2024",0,,DEPOSIT,,"4,500.00",Cleared,"22,391.45",Deposit,Revenue:Income:Sales,Manually added
"March 11, 2024",0,,DEPOSIT,,"12,693.83",Cleared,"20,970.06",Deposit,Revenue:Income:Sales,Manually added
"March 11, 2024",0,,DEPOSIT,,"2,253.00",Cleared,"8,276.23",Deposit,Revenue:Income:Sales,Manually added
"August 26, 2024",0,Disney,DISNEY PLUS,18.99,,Cleared,"51,065.71",Check,Subscription,Manually added
"August 5, 2024",653001,Dollar Tree,DOLLAR TR 5926,9.36,,Cleared,"40,127.63",Check,Purchases,Manually added
"September 3, 2024",0,Dominos,DOMINO'S 2548,51.24,,Cleared,"56,018.69",Check,10620 Meals,Manually added
"July 8, 2024",0,Dominos,DOMINO'S 2567,70.35,,Cleared,"23,875.96",Check,10620 Meals,Manually added
"September 3, 2024",0,Fandango,EL FANDANGOS,47.51,,Cleared,"55,971.18",Check,10620 Meals,Manually added
"July 19, 2024",0,Fandango,EL FANDANGOS,9.27,,Cleared,"29,023.41",Check,10620 Meals,Manually added
"July 19, 2024",0,Fandango,EL FANDANGOS,33.52,,Cleared,"29,032.68",Check,10620 Meals,Manually added
"July 15, 2024",0,Fandango,EL FANDANGOS,18.55,,Cleared,"28,513.04",Check,10620 Meals,Manually added
"June 25, 2024",0,Fandango,EL FANDANGOS,36.52,,Cleared,"17,928.72",Check,10620 Meals,Manually added
"June 7, 2024",0,Fandango,EL FANDANGOS,71.40,,Cleared,"7,344.85",Check,10620 Meals,Manually added
"June 18, 2024",0,El Fix It,EL FIX IT,380.00,,Cleared,"12,612.39",Check,10710 Supplies,Manually added
"August 19, 2024",4471,El Globo Bakery,EL GLOBO BAKER,9.60,,Cleared,"49,402.16",Check,Cost of Goods Sold,Manually added
"August 16, 2024",0,El Paisano Wholesale,EL PAISANO WHOLESALE,197.43,,Cleared,"45,799.18",Check,Cost of Goods Sold,Manually added
"August 7, 2024",0,El Paisano Wholesale,EL PAISANO WHOLESALE,74.94,,Cleared,"39,587.52",Check,Cost of Goods Sold,Manually added
"July 8, 2024",0,El Paisano Wholesale,EL PAISANO WHOLESALE,309.25,,Cleared,"24,104.33",Check,Cost of Goods Sold,Manually added
"June 28, 2024",0,El Paisano Wholesale,EL PAISANO WHOLESALE,457.73,,Cleared,"19,242.01",Check,Cost of Goods Sold,Manually added
"June 27, 2024",0,El Paisano Wholesale,EL PAISANO WHOLESALE,70.99,,Cleared,"18,956.34",Check,Cost of Goods Sold,Manually added
"June 27, 2024",0,El Paisano Wholesale,EL PAISANO WHOLESALE,266.21,,Cleared,"19,027.33",Check,Cost of Goods Sold,Manually added
"June 21, 2024",0,El Paisano Wholesale,EL PAISANO WHOLESALE,518.20,,Cleared,"14,577.28",Check,Cost of Goods Sold,Manually added
"June 7, 2024",0,El Paisano Wholesale,EL PAISANO WHOLESALE,126.96,,Cleared,"7,506.56",Check,Cost of Goods Sold,Manually added
"June 3, 2024",0,El Paisano Wholesale,EL PAISANO WHOLESALE,375.01,,Cleared,"6,535.58",Check,Cost of Goods Sold,Manually added
"August 23, 2024",0,El PuertoDe San,EL PUERTO DE SAN BLAS,85.69,,Cleared,"48,246.87",Check,Cost of Goods Sold,Manually added
"August 5, 2024",0,El PuertoDe San,EL PUERTO DE SAN BLAS,58.53,,Cleared,"39,987.66",Check,Cost of Goods Sold,Manually added
"June 3, 2024",0,El PuertoDe San,EL PUERTO DE SAN BLAS,60.41,,Cleared,"6,910.59",Check,Cost of Goods Sold,Manually added
"August 15, 2024",0,Excess Transaction Fee,EXCESS TRANSACTION FEE,77.50,,Cleared,"45,431.69",Check,BANK FEES,Manually added
"July 15, 2024",0,Excess Transaction Fee,EXCESS TRANSACTION FEE,67.00,,Cleared,"28,538.73",Check,BANK FEES,Manually added
"June 17, 2024",0,Excess Transaction Fee,EXCESS TRANSACTION FEE,62.00,,Cleared,"12,815.74",Check,BANK FEES,Manually added
"May 15, 2024",0,Excess Transaction Fee,EXCESS TRANSACTION FEE,67.00,,Cleared,-124.75,Check,BANK FEES,Manually added
"April 15, 2024",0,Excess Transaction Fee,EXCESS TRANSACTION FEE,40.00,,Cleared,"3,286.06",Check,BANK FEES,Manually added
"March 15, 2024",0,Excess Transaction Fee,EXCESS TRANSACTION FEE,25.50,,Cleared,"23,153.22",Check,BANK FEES,Manually added
"February 15, 2024",0,Excess Transaction Fee,EXCESS TRANSACTION FEE,31.50,,Cleared,132.71,Check,BANK FEES,Manually added
"January 16, 2024",0,Excess Transaction Fee,EXCESS TRANSACTION FEE,28.00,,Cleared,"2,860.19",Check,BANK FEES,Manually added
"July 5, 2024",0,Exxon,EXXON GILLS MART,38.78,,Cleared,"20,709.38",Check,10210 Car and Truck,Manually added
"June 11, 2024",0,Exxon,EXXON GILLS MART,43.00,,Cleared,"9,673.24",Check,10210 Car and Truck,Manually added
"August 19, 2024",0,FACEBOOK,FACEBK *3STXU64XA2,175.00,,Cleared,"48,559.76",Check,10100 Advertising And Marketing,Manually added
"July 19, 2024",0,FACEBOOK,FACEBK *446NE5LWA2,6.86,,Cleared,"29,401.20",Check,10100 Advertising And Marketing,Manually added
"September 9, 2024",0,FACEBOOK,FACEBK *4G3JV6UWA2,175.00,,Cleared,"60,923.42",Check,10100 Advertising And Marketing,Manually added
"August 20, 2024",0,FACEBOOK,FACEBK *HC29X64XA2,4.71,,Cleared,"47,063.83",Check,10100 Advertising And Marketing,Manually added
"June 20, 2024",0,FACEBOOK,FACEBK *JSM7F34WA2,40.06,,Cleared,"14,171.31",Check,10100 Advertising And Marketing,Manually added
